fartoynavn,avgangshavn_navn,ankomsthavn_navn,etd_estimert_avgangstidspunkt,ankomsttidspunkt
SVANAUG ELISE,Dyrvik,Ålesund,2022-01-17 13:34:00+00:00,2022-01-18 01:34:00+00:00
ROSLAGEN,Kollsnes Øst,Skogsvåg,2022-01-17 06:10:00+00:00,2022-01-17 08:50:00+00:00
HAVDRON,Ålesund,Nordsjøen,2022-01-17 16:14:00+00:00,2022-01-17 19:00:00+00:00
RONJA KVALOY,Måløy,Kristiansund,2022-01-17 17:30:00+00:00,2022-01-18 07:00:00+00:00
BJUGNHOLM,Uthaug,Vingsand,2022-01-17 14:28:00+00:00,2022-01-17 19:50:00+00:00
HJELMELAND,Balestrand,Hjelmeland,2022-01-18 06:00:00+00:00,2022-01-20 15:00:00+00:00
RODNY,Odda,Storesund,2022-01-17 19:30:00+00:00,2022-01-18 12:40:00+00:00
TRANSOCEAN BARENTS,Ølen,Njord feltet,2022-01-30 14:00:00+00:00,2022-02-06 14:00:00+00:00
AN HAI WAN,Vikan - Bodø,Skålevik,2022-01-25 05:30:00+00:00,2022-01-28 00:30:00+00:00
TROLL,Laksevåg,Mjølkevikvarden,2022-01-18 10:50:00+00:00,2022-01-18 12:50:00+00:00
BERGENSFJORD,Hirtshals,Risavika,2022-01-18 19:00:00+00:00,2022-01-19 07:00:00+00:00
SYKLUS,Husøy - Karmøy,Bergen,2022-01-18 07:40:00+00:00,2022-01-18 17:55:00+00:00
LEXUS,Fredrikstad,Göteborg,2022-01-23 07:30:00+00:00,2022-01-24 11:00:00+00:00
NYSAND,Helle - Forsand,Dimmelsvik,2022-01-15 15:00:00+00:00,2022-01-16 01:25:00+00:00
WITH JUNIOR,Husøy - Lenvik,Senjahopen,2022-01-19 08:00:00+00:00,2022-01-19 09:00:00+00:00
COOPER VIKING,Killingøy,Randaberg,2022-01-18 14:50:00+00:00,2022-01-18 18:00:00+00:00
SVEASUND,Steinshamn,Måløy,2022-01-17 10:50:00+00:00,2022-01-18 18:30:00+00:00
ROBRIS,Solund,Florø,2022-01-18 20:00:00+00:00,2022-01-19 01:00:00+00:00
SUPERSPEED 1,Hirtshals,Kristiansand,2022-01-18 19:45:00+00:00,2022-01-18 23:00:00+00:00
FALKSUND,Dirdal,Bøneset - Karmøy,2022-01-18 21:00:00+00:00,2022-01-19 02:20:00+00:00
NORDORCHID,Sture,Wilhelmshaven,2022-01-24 14:30:00+00:00,2022-01-25 16:00:00+00:00
BRIS,Nordsjøen,Kristiansand,2022-01-19 00:00:00+00:00,2022-01-19 04:30:00+00:00
SNP WIND,Göteborg,Rønningen,2022-01-19 21:00:00+00:00,2022-01-20 18:10:00+00:00
STADT KINN,Florø,Florø,2022-01-19 10:41:00+00:00,2022-01-20 10:57:00+00:00
REM ARCTIC,Dusavik,Stavanger,2022-01-19 12:00:00+00:00,2022-01-19 13:00:00+00:00
VESTAVIND,Nordsjøen,Egersund,2022-01-19 05:30:00+00:00,2022-01-19 10:30:00+00:00
YAKOV GUNIN,Fiskarstrand,Søvik,2022-01-20 05:40:00+00:00,2022-01-20 07:55:00+00:00
PIRHOLM,Valsneset,Høgset,2022-01-19 14:00:00+00:00,2022-01-19 17:00:00+00:00
SVEASUND,Forsand,Fiskå - Strand,2022-01-20 06:00:00+00:00,2022-01-20 08:00:00+00:00
ARKLOW FOREST,Herøya,Herøya,2022-01-23 07:05:00+00:00,2022-01-23 07:30:00+00:00
ARKLOW BANK,Fredrikstad,Rotterdam,2022-01-21 18:00:00+00:00,2022-01-23 21:59:00+00:00
HANNAH KRISTINA,Kristiansund,Averøy,2022-01-20 14:00:00+00:00,2022-01-20 15:00:00+00:00
MOSTEIN ,Nordsjøen,Tromsø,2022-01-19 19:56:00+00:00,2022-01-19 21:30:00+00:00
WITH FROHAVET,Storesund,Bergen,2022-01-19 22:59:00+00:00,2022-01-20 11:00:00+00:00
FAMITA,Storesund,Rotterdam,2022-01-20 13:00:00+00:00,2022-01-22 17:00:00+00:00
LEO SUN,Gdansk,Sture,2022-01-18 21:30:00+00:00,2022-01-24 19:00:00+00:00
ELBSAILOR,Oslo,Moss,2022-01-23 08:00:00+00:00,2022-01-23 08:30:00+00:00
NORSUND,Rekefjord,Kaliningrad,2022-01-20 18:30:00+00:00,2022-01-23 16:00:00+00:00
SAMSKIP CHALLENGER,Ålesund,Alvika,2022-01-24 19:25:00+00:00,2022-01-24 20:55:00+00:00
SKOG,Sortland,Bodø,2022-01-20 16:30:00+00:00,2022-01-21 01:10:00+00:00
SKOG,Bodø,Alvika,2022-01-21 03:45:00+00:00,2022-01-22 15:10:00+00:00
NYBO,Midsund,Ålesund,2022-01-20 12:30:00+00:00,2022-01-20 14:30:00+00:00
NCL SVELGEN,Risavika,Rotterdam,2022-01-23 09:40:00+00:00,2022-01-24 22:00:00+00:00
GRINNA,Frederikshavn,Mandal,2022-01-20 11:35:00+00:00,2022-01-21 03:10:00+00:00
CLIPPER JUPITER,Kårstø,Rotterdam,2022-01-22 00:18:00+00:00,2022-01-23 17:01:00+00:00
NYVING,Kollsnes Øst,Husøy - Karmøy,2022-01-20 16:00:00+00:00,2022-01-21 05:00:00+00:00
KRISTOFFER TRONDS,Stord base,Klosterfjorden,2022-01-21 06:00:00+00:00,2022-01-21 07:00:00+00:00
NORWEGIAN GANNET,Hirtshals,Austevoll,2022-01-21 08:00:00+00:00,2022-01-22 11:00:00+00:00
YAKOV GUNIN,Fiskarstrand,Fiskarstrand,2022-01-21 10:30:00+00:00,2022-01-21 20:20:00+00:00
RUBIN,Stokmarknes,Halsa Meløy,2022-01-22 05:25:00+00:00,2022-01-23 07:00:00+00:00
HAGLAND CAPTAIN,Langøya,Drammen,2022-01-18 18:35:00+00:00,2022-01-18 20:30:00+00:00
MAXI,Drammen,København,2022-01-22 14:30:00+00:00,2022-01-23 15:00:00+00:00
ENERGY SWAN,Risavika,Stavanger,2022-01-18 11:30:00+00:00,2022-01-18 13:30:00+00:00
TERNFJORD,Slagentangen,Harstad ,2022-01-20 12:30:00+00:00,2022-01-25 15:15:00+00:00
CABAL,Tomma,Bodø,2022-01-18 10:06:00+00:00,2022-01-18 18:30:00+00:00
LEXUS,Brofjorden,Kristiansand,2022-01-20 01:00:00+00:00,2022-01-21 10:00:00+00:00
KOKSHAYSK,Kirkenes,Kirkenes,2022-01-18 14:20:00+00:00,2022-01-18 14:50:00+00:00
SUNBEAM,Skudeneshavn,Nord-Atlanteren,2022-01-18 18:45:00+00:00,2022-01-19 20:00:00+00:00
SHETLAND,Trondheim,Levanger,2022-01-19 08:55:00+00:00,2022-01-19 12:10:00+00:00
BERGEN STAR,Stavanger Øst,Mongstad,2022-01-19 07:00:00+00:00,2022-01-19 19:00:00+00:00
NESEJENTA,Rypefjord,Barentshavet,2022-01-18 22:18:00+00:00,2022-01-19 05:00:00+00:00
OLYMPIC ENERGY,Offshoreinst. Nordsjøen,Stavanger Øst,2022-01-18 22:55:00+00:00,2022-01-19 10:00:00+00:00
VICTORIA MAY,Peterhead,Haugesund,2022-01-15 15:00:00+00:00,2022-01-19 10:00:00+00:00
AQUA SKILSOY,Koparnes,Mjølstadneset,2022-01-19 04:00:00+00:00,2022-01-19 06:00:00+00:00
NYSTEIN,Kristiansand,Rekefjord,2022-01-19 13:30:00+00:00,2022-01-20 06:00:00+00:00
HYDRA,Nørresundby,Herøya,2022-01-20 16:30:00+00:00,2022-01-21 10:05:00+00:00
IDA,Knarrevik,Varberg,2022-01-24 13:00:00+00:00,2022-01-25 11:00:00+00:00
CORAL PEARL,Rafnes,Vada,2022-01-22 15:15:00+00:00,2022-01-29 22:15:00+00:00
KARESSA,Randers,Kristiansand,2022-01-19 14:00:00+00:00,2022-01-20 16:30:00+00:00
FEED TRONDHEIM,Eydehavn - Arendal,København,2022-01-19 15:30:00+00:00,2022-01-20 17:00:00+00:00
UNITAR,Måløy,Mosjøen,2022-01-20 11:00:00+00:00,2022-01-22 19:00:00+00:00
AMALIE,Risavika,Storesund,2022-01-19 22:40:00+00:00,2022-01-20 04:30:00+00:00
ARKLOW BANK,Nakskov,Fredrikstad,2022-01-19 13:40:00+00:00,2022-01-20 16:30:00+00:00
KEY MARMARA,Rørvik,Bjugn,2022-01-22 02:35:00+00:00,2022-01-22 13:40:00+00:00
ROBRIS,Førde,Florø,2022-01-20 07:00:00+00:00,2022-01-20 12:00:00+00:00
MALENE S,Måløy,Ålesund,2022-01-20 07:44:00+00:00,2022-01-20 15:44:00+00:00
WILSON AVONMOUTH,Lillebukt,Lillebukt,2022-01-20 13:30:00+00:00,2022-01-21 07:00:00+00:00
DORIS,Frederikshavn,Elnesvågen,2022-01-21 07:00:00+00:00,2022-01-23 07:30:00+00:00
SAMSKIP CHALLENGER,Kvinesdal,Hamburg,2022-01-26 07:50:00+00:00,2022-01-27 22:00:00+00:00
CAROLINE ESSBERGER,Göteborg,Rafnes,2022-01-25 01:00:00+00:00,2022-01-26 05:15:00+00:00
SCAN FJORD,Trondheim,Brønnøysund,2022-01-20 21:40:00+00:00,2022-01-21 14:10:00+00:00
BERGEN TANK,Ågotnes,Bergen,2022-01-21 12:30:00+00:00,2022-01-21 14:00:00+00:00
GULLHA,Holmestrand,Svelvik,2022-01-20 17:00:00+00:00,2022-01-20 18:20:00+00:00
KJERVAAGSUND,Tromsø,Måløy,2022-01-21 00:30:00+00:00,2022-01-24 05:40:00+00:00
NCL AVEROY,Orkanger,Mo i Rana,2022-01-24 07:00:00+00:00,2022-01-25 05:42:00+00:00
HALTBAKK VIKING,Hammerfest,Mongstadbase,2022-01-21 00:30:00+00:00,2022-01-26 20:00:00+00:00
WITH JUNIOR,Andenes,Sortland,2022-01-19 16:40:00+00:00,2022-01-19 21:45:00+00:00
RO FJORD,Eggesbønes,Koparnes,2022-01-21 02:50:00+00:00,2022-01-21 04:30:00+00:00
BEATE,Ålborg,Larvik,2022-01-23 20:50:00+00:00,2022-01-24 05:50:00+00:00
MORNING LADY,Rotterdam,Drammen,2022-01-24 15:00:00+00:00,2022-01-25 11:30:00+00:00
WILSON ALSTER,Horten,Fredrikstad,2022-01-24 11:00:00+00:00,2022-01-24 20:00:00+00:00
ROBRIS,Florø,Haugsøytangen Ankring,2022-01-21 09:40:00+00:00,2022-01-21 16:00:00+00:00
EAGLE BERGEN,Åsgard feltet,Mongstad,2022-01-22 08:00:00+00:00,2022-01-23 14:00:00+00:00
CYMONA IRON,Narvik Reden,Narvik,2022-01-22 04:30:00+00:00,2022-01-22 05:30:00+00:00
BELOS,Fredrikstad,Brevik,2022-01-21 11:00:00+00:00,2022-01-21 15:00:00+00:00
HANNAH KRISTINA,Botnaneset - Flora,Mongstadbase,2022-01-21 14:00:00+00:00,2022-01-21 19:00:00+00:00
PELAGIA KYST,Averøy,Skogn,2022-01-21 17:00:00+00:00,2022-01-22 17:00:00+00:00
ZEUS,Åheim,Rotterdam,2022-01-28 10:35:00+00:00,2022-01-31 01:00:00+00:00
SUPERSPEED 1,Larvik,Hirtshals,2022-01-21 18:00:00+00:00,2022-01-21 21:45:00+00:00
SILLE MARIE,Barentshavet,Senjahopen,2022-01-21 19:00:00+00:00,2022-01-22 08:00:00+00:00
TRINE CHARLOTTE,Harstad ,Alta,2022-01-22 04:40:00+00:00,2022-01-23 01:30:00+00:00
BJORNHAUG,Nord-Atlanteren,Botnhamn,2022-01-22 06:00:00+00:00,2022-01-22 12:00:00+00:00
FRAMFJORD,Nyborg,Dusavik,2022-01-22 01:25:00+00:00,2022-01-23 14:35:00+00:00
BØEMMELBAS,Hammerfest,Tromsø,2022-01-22 12:30:00+00:00,2022-01-23 01:00:00+00:00
JSP SKIRNER,Florø,Måløy,2022-01-24 01:20:00+00:00,2022-01-24 04:40:00+00:00
GASO JARL,Visnes - Eide,Kvernhusvika,2022-01-22 14:30:00+00:00,2022-01-22 22:30:00+00:00
HANNAH KRISTINA,Dusavik,Risavika,2022-01-22 18:59:00+00:00,2022-01-22 20:30:00+00:00
NORMAND SERVER,Ekofisk,Risavika,2022-01-23 15:00:00+00:00,2022-01-24 07:00:00+00:00
BOURBON MISTRAL,Sløvåg,Mongstadbase,2022-01-23 13:40:00+00:00,2022-01-23 14:30:00+00:00
BERGEN TANK,Ågotnes,Måløy,2022-01-23 14:10:00+00:00,2022-01-24 15:00:00+00:00
STADT KINN,Dyrstad,Florø,2022-01-23 15:25:00+00:00,2022-01-23 20:12:00+00:00
SEA HOPE,Antwerpen,Botnaneset - Flora,2022-01-15 07:05:00+00:00,2022-01-18 21:00:00+00:00
NORDTIND,Barentshavet,Hammerfest,2022-01-16 20:00:00+00:00,2022-01-17 02:45:00+00:00
BERGEN LNG,Kleppestø,Haugsøytangen Ankring,2022-01-17 00:00:00+00:00,2022-01-17 06:30:00+00:00
RO MASTER,Brønnøysund,Brønnøysund,2022-01-17 05:15:00+00:00,2022-01-17 07:00:00+00:00
M. YTTERSTAD,Halsa Meløy,Uthaug,2022-01-17 05:00:00+00:00,2022-01-18 03:00:00+00:00
ROBRIS,Salthella,Skogsvåg,2022-01-17 11:30:00+00:00,2022-01-17 13:00:00+00:00
RO FORTUNE,Senjahopen,Tromsø,2022-01-16 23:30:00+00:00,2022-01-17 04:00:00+00:00
GEULBORG,Husøy - Karmøy,Høgset,2022-01-22 03:00:00+00:00,2022-01-23 11:48:00+00:00
THUN EOS,Slagentangen,Oslo,2022-01-23 13:00:00+00:00,2022-01-23 16:45:00+00:00
THUN EOS,Oslo,Slagentangen,2022-01-24 07:00:00+00:00,2022-01-24 10:50:00+00:00
VOS ENTERPRISE,Offshore,Mongstadbase,2022-01-18 23:01:00+00:00,2022-01-19 14:05:00+00:00
HALTBAKK NAVIGATOR,Risavika,Mongstadbase,2022-01-17 12:45:00+00:00,2022-01-18 09:00:00+00:00
STRIL MAR,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-17 17:00:00+00:00,2022-01-17 21:00:00+00:00
FFS ATHOS ,Lyngdal,Farsund,2022-01-17 14:40:00+00:00,2022-01-17 16:50:00+00:00
VIKING QUEEN,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-17 16:10:00+00:00,2022-01-18 07:00:00+00:00
SUPERSPEED 1,Kristiansand,Hirtshals,2022-01-17 15:30:00+00:00,2022-01-17 21:30:00+00:00
TROMS CASTOR,Offshoreinst. Nordsjøen,Dusavik,2022-01-17 21:15:00+00:00,2022-01-18 07:00:00+00:00
VESTERALEN,Trondheim,Tromsø,2022-01-18 11:45:00+00:00,2022-01-20 13:15:00+00:00
NS ORLA,Tananger,Åmøyfjorden,2022-01-18 17:00:00+00:00,2022-01-18 19:00:00+00:00
POLAR VIKING,Tromsø,Russian Federation,2022-01-21 06:30:00+00:00,2022-01-23 11:00:00+00:00
NORBAR ,Dusavik,Storesund,2022-01-18 21:30:00+00:00,2022-01-19 00:45:00+00:00
STADT KINN,Florø,Florø,2022-01-18 21:30:00+00:00,2022-01-19 00:55:00+00:00
SCAN TRANS,Hestvika,Bjugn,2022-01-18 17:10:00+00:00,2022-01-18 19:45:00+00:00
COOPER VIKING,Randaberg,Stavanger,2022-01-19 08:00:00+00:00,2022-01-19 09:30:00+00:00
FALKVIK,Finnøy,Knarrevik,2022-01-19 15:30:00+00:00,2022-01-20 05:15:00+00:00
ARCTIC SWAN,Nordsjøen,Ålesund,2022-01-19 07:00:00+00:00,2022-01-19 10:00:00+00:00
SVARTFOSS,Kjøllefjord,Tanafjorden,2022-01-20 11:30:00+00:00,2022-01-20 17:00:00+00:00
WILSON LUGA,Hommelvik,Mo i Rana,2022-01-21 15:00:00+00:00,2022-01-22 22:10:00+00:00
ROSTEIN,Alta,Hammerfest,2022-01-18 21:45:00+00:00,2022-01-19 02:10:00+00:00
OSVEYSKOYE,Kirkenes,Barentshavet,2022-01-22 18:44:00+00:00,2022-01-23 02:00:00+00:00
INTER BARENTS,Rypefjord,Stjernsundet,2022-01-20 09:30:00+00:00,2022-01-20 14:00:00+00:00
CEG COSMOS,Perth,Egersund,2022-01-19 14:30:00+00:00,2022-01-22 07:25:00+00:00
FALKVIK,Knarrevik,Kollsnes Øst,2022-01-20 08:35:00+00:00,2022-01-20 10:30:00+00:00
WILSON CAEN,La Coruna,Thamshamn,2022-01-17 20:00:00+00:00,2022-01-24 13:30:00+00:00
SAMSKIP CHALLENGER,Hamburg,Risavika,2022-01-20 11:00:00+00:00,2022-01-21 23:30:00+00:00
OLYMPIC ZEUS,Bergen,Offshoreinst. Nordsjøen,2022-01-20 19:00:00+00:00,2022-01-21 12:00:00+00:00
TORSBORG,Vestbase,Offshoreinst. Nordsjøen,2022-01-20 14:25:00+00:00,2022-01-21 17:30:00+00:00
SKANDI BARRA,Dusavik,Offshoreinst. Nordsjøen,2022-01-20 22:59:00+00:00,2022-01-21 05:00:00+00:00
NORSIDE CETUS,Ulsteinvik,Fjellstrand,2022-01-20 20:30:00+00:00,2022-01-21 21:30:00+00:00
FALKBRIS,Skipavik-Gulen,Nakskov,2022-01-20 21:30:00+00:00,2022-01-23 07:00:00+00:00
PELAGIA KYST,Ålesund,Averøy,2022-01-21 05:00:00+00:00,2022-01-21 13:00:00+00:00
REM ARCTIC,Dusavik,Offshoreinst. Nordsjøen,2022-01-20 21:30:00+00:00,2022-01-21 13:00:00+00:00
ENNY,Ålesund,Rekefjord,2022-01-21 09:30:00+00:00,2022-01-22 16:10:00+00:00
BB COASTER,Sauda,Leirvik,2022-01-18 06:15:00+00:00,2022-01-18 15:35:00+00:00
FODNES,Leirvik i Hyllestad,Fodnes,2022-01-21 14:30:00+00:00,2022-01-21 20:30:00+00:00
ELISABETH,Mongstad,Antwerpen,2022-01-24 09:25:00+00:00,2022-01-25 04:15:00+00:00
SEA-CARGO EXPRESS,Hareid,Sykkylven,2022-01-21 19:45:00+00:00,2022-01-21 21:00:00+00:00
OLYMPIC ENERGY,Tananger,Offshoreinst. Nordsjøen,2022-01-21 21:15:00+00:00,2022-01-22 09:00:00+00:00
ZUZANNA,Oslo,Svelvik,2022-01-21 15:05:00+00:00,2022-01-21 19:18:00+00:00
RO ARCTIC,Lafjorden,Alta,2022-01-21 07:00:00+00:00,2022-01-21 20:00:00+00:00
CHRIS ANDRA,Fraserburgh,Ellingsøy,2022-01-16 10:00:00+00:00,2022-01-22 05:15:00+00:00
HAVILA BORG,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-21 15:10:00+00:00,2022-01-21 22:00:00+00:00
BRUSE,Slagentangen,Oslo,2022-01-21 11:45:00+00:00,2022-01-21 16:25:00+00:00
FFS ATHOS ,Kvinesdal,Farsund,2022-01-21 13:40:00+00:00,2022-01-21 18:10:00+00:00
FICARIA SEAWAYS,Immingham,Brevik,2022-01-23 04:00:00+00:00,2022-01-24 08:00:00+00:00
FICARIA SEAWAYS,Brevik,Göteborg,2022-01-24 16:15:00+00:00,2022-01-25 01:00:00+00:00
SUPERSPEED 2,Hirtshals,Kristiansand,2022-01-21 19:45:00+00:00,2022-01-21 23:00:00+00:00
PIONEER KNUTSEN,Sandnessjøen,Sunndalsøra,2022-01-23 22:00:00+00:00,2022-01-25 04:00:00+00:00
TROMS ARCTURUS,Offshoreinst Halten-Helgeland,Vestbase,2022-01-22 05:00:00+00:00,2022-01-22 22:59:00+00:00
OSTBENSE,Murmansk,Vannøy Ankring,2022-01-21 06:00:00+00:00,2022-01-23 02:50:00+00:00
KRONPRINS HAAKON,Cape Town,Tromsø,2022-01-20 23:20:00+00:00,2022-02-15 15:00:00+00:00
BARENTSBURG,Ålesund,Ålesund,2022-01-23 09:00:00+00:00,2022-01-23 09:20:00+00:00
RIGNATOR,Fjelldal,Fornes,2022-01-22 21:00:00+00:00,2022-01-22 23:00:00+00:00
J. BERGVOLL,Barentshavet,Honningsvåg,2022-01-23 02:00:00+00:00,2022-01-24 02:00:00+00:00
SUPERSPEED 2,Kristiansand,Hirtshals,2022-01-23 07:00:00+00:00,2022-01-23 10:15:00+00:00
BOA FRIGG,Mo i Rana,Sandnessjøen,2022-01-23 09:45:00+00:00,2022-01-23 15:00:00+00:00
SILVER CRYSTAL,Gunhildvågen,Ålesund,2022-01-24 20:50:00+00:00,2022-01-25 06:00:00+00:00
VIMA,Fitjar,Storebø,2022-01-23 21:00:00+00:00,2022-01-23 22:00:00+00:00
COMABAR,Storesund,Mongstadbase,2022-01-24 03:00:00+00:00,2022-01-24 16:00:00+00:00
ROSTEIN,Tromsø,Botnhamn,2022-01-22 05:50:00+00:00,2022-01-22 09:00:00+00:00
BB COASTER,Ølen,Leirvik,2022-01-21 17:29:00+00:00,2022-01-21 19:04:00+00:00
IRELAND,Varberg,Gdynia,2022-01-24 04:00:00+00:00,2022-01-25 10:00:00+00:00
STRIL MAR,Sløvåg,Botnaneset - Flora,2022-01-24 11:30:00+00:00,2022-01-24 18:30:00+00:00
SUNRISE RAY,Rotterdam,Herøya,2022-01-25 02:00:00+00:00,2022-01-27 11:36:00+00:00
HALTENTRAL,Ålesund,Nordsjøen,2022-01-26 21:00:00+00:00,2022-01-26 23:10:00+00:00
HAVGLANS,Sture,Manger,2022-01-24 13:28:00+00:00,2022-01-24 14:00:00+00:00
THUN EMPOWER,Mongstad,Ålesund,2022-01-27 00:00:00+00:00,2022-01-27 18:20:00+00:00
SCAN TRANS,Bodø,Harstad ,2022-01-24 08:28:00+00:00,2022-01-25 01:00:00+00:00
FOLLA,Ålesund,Ottersøy,2022-01-24 21:30:00+00:00,2022-01-25 13:00:00+00:00
KYST,Blokken,Fjelldal,2022-01-24 21:45:00+00:00,2022-01-25 05:00:00+00:00
TAUPIRI,Kalvneset,Eggesbønes,2022-01-25 02:25:00+00:00,2022-01-25 08:30:00+00:00
NORA THOMSEN,Storesund,Storøya Øst,2022-01-27 11:00:00+00:00,2022-01-27 11:30:00+00:00
HOPSFJORD,Sandnes,Vats,2022-01-25 10:00:00+00:00,2022-01-25 12:40:00+00:00
BOURBON MISTRAL,Mongstadbase,Offshoreinst. Nordsjøen,2022-01-25 12:00:00+00:00,2022-01-25 19:00:00+00:00
ROCKPIPER,Nordsjøen,Sløvåg Industriområde,2022-01-25 21:00:00+00:00,2022-01-27 03:30:00+00:00
FENSFJORD,Sauda,Kvinesdal,2022-01-25 15:20:00+00:00,2022-01-26 05:15:00+00:00
STADT SLØVÅG,Høylandsbygda,Bergen,2022-01-25 11:45:00+00:00,2022-01-25 17:30:00+00:00
MEANDI,Kristiansand,Rotterdam,2022-01-28 03:30:00+00:00,2022-01-29 03:00:00+00:00
STRIL HERKULES,Ågotnes,Nordsjøen,2022-01-28 05:15:00+00:00,2022-01-28 11:00:00+00:00
RICHARD WITH,Trondheim,Tromsø,2022-01-25 11:30:00+00:00,2022-01-27 13:15:00+00:00
RONJA FJORD,Klosterfjorden,Stord base,2022-01-25 20:00:00+00:00,2022-01-25 22:00:00+00:00
ENERGIZER,Brevik,Fredrikstad,2022-01-29 23:00:00+00:00,2022-01-30 01:00:00+00:00
SKANDI ICEMAN,Bergen,Bergen,2022-01-26 09:45:00+00:00,2022-01-26 15:15:00+00:00
HAVILA JUPITER,Skålevik,Mongstadbase,2022-01-27 06:00:00+00:00,2022-01-27 11:00:00+00:00
VIKING ENERGY,Sløvåg,Mongstadbase,2022-01-26 08:20:00+00:00,2022-01-26 09:20:00+00:00
BAUS,Drammen,Fredrikstad,2022-01-26 08:35:00+00:00,2022-01-26 14:00:00+00:00
SJOVAER,Båtsfjord,Barentshavet,2022-01-26 13:00:00+00:00,2022-01-27 00:00:00+00:00
ISLAND CRUSADER,Tananger,Offshoreinst. Nordsjøen,2022-01-27 17:45:00+00:00,2022-01-27 21:00:00+00:00
EIDSVAAG OPAL,Fornes,Bergeneset,2022-01-26 08:00:00+00:00,2022-01-26 16:30:00+00:00
JOAN,Falkeidflæet Ankring,Brest,2022-01-27 18:30:00+00:00,2022-01-29 11:01:00+00:00
KEY SUND,Lovund,Bergeneset,2022-01-28 07:30:00+00:00,2022-01-29 11:00:00+00:00
VIKING QUEEN,Botnaneset - Flora,Offshoreinst. Nordsjøen,2022-01-27 14:45:00+00:00,2022-01-28 00:00:00+00:00
NORMAND SAPPHIRE,Laksevåg,Steinshamn,2022-01-27 17:00:00+00:00,2022-01-28 13:00:00+00:00
NORMAND FERKING,Husøy - Karmøy,Bergen,2022-01-27 20:30:00+00:00,2022-01-28 07:30:00+00:00
SEA-CARGO EXPRESS,Botnaneset - Flora,Bergen,2022-01-28 12:45:00+00:00,2022-01-28 20:55:00+00:00
REM ARCTIC,Stavanger,Dusavik,2022-01-28 06:15:00+00:00,2022-01-28 07:00:00+00:00
DELFI,Florø,Buefjorden,2022-01-28 20:30:00+00:00,2022-01-29 00:50:00+00:00
BALDER,Oslo,Brevik,2022-01-28 05:00:00+00:00,2022-01-28 17:55:00+00:00
RONJA EXPLORER,Bindal,Rørvik,2022-01-27 10:00:00+00:00,2022-01-27 14:13:00+00:00
HAGLAND CAPTAIN,Storesund,Sandnes,2022-01-28 01:00:00+00:00,2022-01-28 05:00:00+00:00
HORDAFOR III,Vigra,Averøy,2022-01-28 00:30:00+00:00,2022-01-28 06:00:00+00:00
HARALD MARTIN,Stokmarknes,Digermulen,2022-01-28 03:15:00+00:00,2022-01-28 05:30:00+00:00
MELKART-2,Barentshavet,Harstad ,2022-01-19 07:00:00+00:00,2022-01-30 01:00:00+00:00
MISIDA,Risavika,Rotterdam,2022-01-28 16:55:00+00:00,2022-01-30 03:00:00+00:00
AMALIE,Kristiansund,Averøy,2022-01-28 15:35:00+00:00,2022-01-28 16:20:00+00:00
KYST,Tromsø,Jøvik,2022-01-28 13:15:00+00:00,2022-01-28 16:30:00+00:00
ZUZANNA,Svelvik,Oslo,2022-01-28 15:18:00+00:00,2022-01-28 19:50:00+00:00
MERCATOR,Kinsarvik,Eidfjord,2022-01-28 16:00:00+00:00,2022-01-28 18:00:00+00:00
NORMAND SOLITAIRE,Offshoreinst. Nordsjøen,Risavika,2022-01-28 14:00:00+00:00,2022-01-28 22:30:00+00:00
OCEAN CARRIER,Zarzis,Oslo,2022-01-14 05:25:00+00:00,2022-01-25 22:00:00+00:00
AASTIND,Holla,Eikefet,2022-01-25 13:00:00+00:00,2022-01-27 16:30:00+00:00
HOLMFOSS,Vartdal,Ålesund,2022-01-23 04:00:00+00:00,2022-01-23 05:30:00+00:00
KAGTIND II,Tromsø,Barentshavet,2022-01-21 10:00:00+00:00,2022-01-21 17:00:00+00:00
NYSTEIN,Høylandsbygda,Eidfjord,2022-01-21 12:15:00+00:00,2022-01-21 19:30:00+00:00
KAPITAN NAZIN,Fiskarstrand,Brattvåg,2022-01-24 09:50:00+00:00,2022-01-24 17:30:00+00:00
ROVA,Motzen,Rekefjord,2022-01-21 20:00:00+00:00,2022-01-23 11:00:00+00:00
WILSON DIRDAL,Florø,Salten,2022-01-24 19:00:00+00:00,2022-01-26 19:00:00+00:00
NORMAND SEARCHER,Offshoreinst. Nordsjøen,Mongstadbase,2022-01-21 15:15:00+00:00,2022-01-22 01:00:00+00:00
SJOVIK,Sirevåg,Nordsjøen,2022-01-21 17:26:00+00:00,2022-01-21 21:45:00+00:00
COLOR CARRIER,Kiel,Oslo,2022-01-21 21:40:00+00:00,2022-01-22 17:30:00+00:00
NORA THOMSEN,Storesund,Storøya Øst,2022-01-23 06:00:00+00:00,2022-01-23 06:30:00+00:00
RO MASTER,Herøy ferjekai,Tomma,2022-01-22 07:30:00+00:00,2022-01-22 10:00:00+00:00
ROBRIS,Spildepollen,Gjermundshamn,2022-01-22 15:30:00+00:00,2022-01-22 21:00:00+00:00
BOA BALDER,Sandnessjøen,Mosjøen,2022-01-21 10:20:00+00:00,2022-01-21 12:45:00+00:00
